"confirmed","country_region","deaths","lat","long","province_state","recovered","timestamp"
35862,"Zimbabwe",1441,"","","null","32216",1613995200
75027,"Zambia",1031,"","","null","68928",1613995200
2176,"Yemen",619,"","","null","1432",1613995200
174969,"West Bank and Gaza",1986,"","","null","162025",1613995200
2392,"Vietnam",35,"","","null","1717",1613995200
136545,"Venezuela",1320,"","","null","128579",1613995200
79681,"Uzbekistan",622,"","","null","78171",1613995200
53310,"Uruguay",583,"","","null","46845",1613995200
4126150,"United Kingdom",120757,"","","null","0",1613995200
2029,"United Kingdom",14,"","","Turks and Caicos Islands","1721",1613995200
456,"United Kingdom",25,"","","Isle of Man","409",1613995200
4232,"United Kingdom",91,"","","Gibraltar","4103",1613995200
4030,"United Kingdom",85,"","","Channel Islands","3858",1613995200
431,"United Kingdom",2,"","","Cayman Islands","403",1613995200
372530,"United Arab Emirates",1140,"","","null","363052",1613995200
1354545,"Ukraine",26531,"","","null","1188859",1613995200
40221,"Uganda",333,"","","null","14608",1613995200
28188571,"US",500244,"","","null","0",1613995200
2646526,"Turkey",28138,"","","null","2529450",1613995200
228937,"Tunisia",7811,"","","null","189358",1613995200
7682,"Trinidad and Tobago",139,"","","null","7411",1613995200
6348,"Togo",81,"","","null","5323",1613995200
15230,"Syria",1001,"","","null","9307",1613995200
550224,"Switzerland",9907,"","","null","317600",1613995200
8869,"Suriname",169,"","","null","8349",1613995200
30128,"Sudan",1871,"","","null","22797",1613995200
80517,"Sri Lanka",450,"","","null","75110",1613995200
3153971,"Spain",67636,"","","null","150376",1613995200
6931,"South Sudan",87,"","","null","4014",1613995200
1504588,"South Africa",49150,"","","null","1413566",1613995200
6246,"Somalia",208,"","","null","3778",1613995200
185014,"Slovenia",3784,"","","null","170198",1613995200
292792,"Slovakia",6577,"","","null","255300",1613995200
59879,"Singapore",29,"","","null","59746",1613995200
3857,"Sierra Leone",79,"","","null","2609",1613995200
2464,"Seychelles",11,"","","null","1940",1613995200
439596,"Serbia",4351,"","","null","0",1613995200
33099,"Senegal",814,"","","null","27428",1613995200
375333,"Saudi Arabia",6466,"","","null","366412",1613995200
1628,"Sao Tome and Principe",22,"","","null","1257",1613995200
3494,"San Marino",72,"","","null","3115",1613995200
3135,"Saint Lucia",32,"","","null","2675",1613995200
18199,"Rwanda",252,"","","null","16992",1613995200
4130447,"Russia",82255,"","","null","3684955",1613995200
781329,"Romania",19894,"","","null","725526",1613995200
160889,"Qatar",257,"","","null","150715",1613995200
798074,"Portugal",16023,"","","null","701409",1613995200
1642658,"Poland",42188,"","","null","1384373",1613995200
563456,"Philippines",12094,"","","null","522874",1613995200
152658,"Paraguay",3080,"","","null","127819",1613995200
1056,"Papua New Guinea",10,"","","null","846",1613995200
337087,"Panama",5756,"","","null","321439",1613995200
573384,"Pakistan",12658,"","","null","536243",1613995200
139692,"Oman",1555,"","","null","130653",1613995200
68758,"Norway",608,"","","null","17998",1613995200
99408,"North Macedonia",3076,"","","null","89742",1613995200
152616,"Nigeria",1862,"","","null","129300",1613995200
4740,"Niger",172,"","","null","4250",1613995200
2363,"New Zealand",26,"","","null","2277",1613995200
1060801,"Netherlands",15249,"","","null","0",1613995200
2042,"Netherlands",27,"","","Sint Maarten","1966",1613995200
4694,"Netherlands",22,"","","Curacao","4610",1613995200
7692,"Netherlands",71,"","","Aruba","7361",1613995200
273556,"Nepal",2061,"","","null","269966",1613995200
37742,"Namibia",406,"","","null","35273",1613995200
56160,"Mozambique",599,"","","null","36224",1613995200
481263,"Morocco",8559,"","","null","465297",1613995200
72395,"Montenegro",957,"","","null","63280",1613995200
2723,"Mongolia",2,"","","null","2003",1613995200
1885,"Monaco",22,"","","null","1657",1613995200
177407,"Moldova",3799,"","","null","162595",1613995200
2043632,"Mexico",180536,"","","null","1602024",1613995200
17110,"Mauritania",435,"","","null","16438",1613995200
21085,"Malta",305,"","","null","18309",1613995200
8306,"Mali",348,"","","null","6303",1613995200
18930,"Maldives",60,"","","null","16351",1613995200
285761,"Malaysia",1062,"","","null","252623",1613995200
30942,"Malawi",1021,"","","null","17184",1613995200
54172,"Luxembourg",628,"","","null","50931",1613995200
194333,"Lithuania",3178,"","","null","179624",1613995200
2550,"Liechtenstein",54,"","","null","2484",1613995200
130212,"Libya",2116,"","","null","116120",1613995200
1996,"Liberia",85,"","","null","1856",1613995200
10466,"Lesotho",288,"","","null","3354",1613995200
356614,"Lebanon",4387,"","","null","272200",1613995200
81793,"Latvia",1546,"","","null","70741",1613995200
45,"Laos",0,"","","null","42",1613995200
184989,"Kuwait",1049,"","","null","173182",1613995200
87681,"Korea, South",1573,"","","null","78394",1613995200
104306,"Kenya",1827,"","","null","85626",1613995200
257800,"Kazakhstan",3153,"","","null","233700",1613995200
368278,"Jordan",4570,"","","null","337359",1613995200
425725,"Japan",7541,"","","null","400094",1613995200
21679,"Jamaica",399,"","","null","12988",1613995200
2818863,"Italy",95992,"","","null","2334968",1613995200
754998,"Israel",5596,"","","null","709394",1613995200
215743,"Ireland",4137,"","","null","23364",1613995200
671801,"Iraq",13295,"","","null","620745",1613995200
1582275,"Iran",59572,"","","null","1351390",1613995200
1288833,"Indonesia",34691,"","","null","1096994",1613995200
11016434,"India",156463,"","","null","10712665",1613995200
6049,"Iceland",29,"","","null","5995",1613995200
405646,"Hungary",14347,"","","null","308650",1613995200
165737,"Honduras",4024,"","","null","64781",1613995200
12309,"Haiti",247,"","","null","9529",1613995200
8427,"Guyana",189,"","","null","7774",1613995200
15427,"Guinea",86,"","","null","14736",1613995200
171289,"Guatemala",6306,"","","null","158501",1613995200
148,"Grenada",1,"","","null","147",1613995200
180672,"Greece",6321,"","","null","93764",1613995200
80759,"Ghana",582,"","","null","73365",1613995200
2399499,"Germany",68363,"","","null","2212439",1613995200
268502,"Georgia",3447,"","","null","262244",1613995200
13884,"Gabon",76,"","","null","12561",1613995200
3588972,"France",84185,"","","null","224657",1613995200
9,"France",0,"","","Wallis and Futuna","6",1613995200
55,"France",0,"","","New Caledonia","55",1613995200
18354,"France",138,"","","French Polynesia","4842",1613995200
54132,"Finland",733,"","","null","40000",1613995200
153541,"Ethiopia",2293,"","","null","131713",1613995200
16807,"Eswatini",645,"","","null","13415",1613995200
58445,"Estonia",540,"","","null","45352",1613995200
2703,"Eritrea",7,"","","null","2068",1613995200
59235,"El Salvador",1807,"","","null","54324",1613995200
178774,"Egypt",10404,"","","null","138183",1613995200
274968,"Ecuador",15547,"","","null","238817",1613995200
235882,"Dominican Republic",3048,"","","null","185964",1613995200
6026,"Djibouti",63,"","","null","5879",1613995200
208027,"Denmark",2343,"","","null","199818",1613995200
1157180,"Czechia",19330,"","","null","1017406",1613995200
33391,"Cyprus",230,"","","null","2057",1613995200
45361,"Cuba",300,"","","null","40037",1613995200
240017,"Croatia",5449,"","","null","232457",1613995200
32039,"Cote d'Ivoire",188,"","","null","30768",1613995200
202674,"Costa Rica",2782,"","","null","172280",1613995200
25144,"Congo (Kinshasa)",700,"","","null","16135",1613995200
3518,"Comoros",144,"","","null","3130",1613995200
2229663,"Colombia",58974,"","","null","2124695",1613995200
231,"China",2,"","","Yunnan","229",1613995200
240,"China",0,"","","Shanxi","237",1613995200
1783,"China",7,"","","Shanghai","1710",1613995200
547,"China",3,"","","Shaanxi","536",1613995200
573,"China",3,"","","Jilin","543",1613995200
1036,"China",4,"","","Hunan","1025",1613995200
10884,"China",197,"","","Hong Kong","10404",1613995200
1610,"China",13,"","","Heilongjiang","1587",1613995200
1317,"China",7,"","","Hebei","1172",1613995200
2196,"China",8,"","","Guangdong","2140",1613995200
549,"China",1,"","","Fujian","544",1613995200
1047,"China",9,"","","Beijing","1019",1613995200
803009,"Chile",20126,"","","null","760577",1613995200
3868,"Chad",135,"","","null","3336",1613995200
27797,"Canada",372,"","","Saskatchewan","null",1613995200
282927,"Canada",10318,"","","Quebec","null",1613995200
298800,"Canada",6868,"","","Ontario","null",1613995200
351,"Canada",1,"","","Nunavut","null",1613995200
1610,"Canada",65,"","","Nova Scotia","null",1613995200
940,"Canada",4,"","","Newfoundland and Labrador","null",1613995200
1424,"Canada",26,"","","New Brunswick","null",1613995200
31483,"Canada",886,"","","Manitoba","null",1613995200
77263,"Canada",1335,"","","British Columbia","null",1613995200
131336,"Canada",1843,"","","Alberta","null",1613995200
593,"Cambodia",0,"","","null","475",1613995200
15072,"Cabo Verde",144,"","","null","14581",1613995200
2034,"Burundi",3,"","","null","773",1613995200
141761,"Burma",3197,"","","null","131318",1613995200
11847,"Burkina Faso",139,"","","null","11211",1613995200
238591,"Bulgaria",9933,"","","null","201029",1613995200
10195160,"Brazil",247143,"","","null","9108205",1613995200
27721,"Botswana",300,"","","null","22773",1613995200
128661,"Bosnia and Herzegovina",5016,"","","null","112879",1613995200
243176,"Bolivia",11470,"","","null","186118",1613995200
866,"Bhutan",1,"","","null","862",1613995200
12255,"Belize",314,"","","null","11787",1613995200
755594,"Belgium",21923,"","","null","0",1613995200
279456,"Belarus",1921,"","","null","269428",1613995200
2791,"Barbados",31,"","","null","2035",1613995200
543717,"Bangladesh",8356,"","","null","492059",1613995200
118530,"Bahrain",429,"","","null","110827",1613995200
8471,"Bahamas",179,"","","null","7181",1613995200
233201,"Azerbaijan",3202,"","","null","227836",1613995200
446644,"Austria",8397,"","","null","421811",1613995200
913,"Australia",9,"","","Western Australia","901",1613995200
612,"Australia",4,"","","South Australia","604",1613995200
5154,"Australia",54,"","","New South Wales","0",1613995200
170506,"Armenia",3167,"","","null","162098",1613995200
2069751,"Argentina",51359,"","","null","1872213",1613995200
614,"Antigua and Barbuda",14,"","","null","222",1613995200
20548,"Angola",499,"","","null","19190",1613995200
10712,"Andorra",109,"","","null","10245",1613995200
112094,"Algeria",2964,"","","null","77225",1613995200
101285,"Albania",1681,"","","null","64318",1613995200
55617,"Afghanistan",2433,"","","null","48895",1613995200
25504,"Thailand",83,"","","null","24361",1613995200
1503,"Saint Vincent and the Grenadines",6,"","","null","803",1613995200
1283309,"Peru",45097,"","","null","1183238",1613995200
19831,"Madagascar",297,"","","null","19296",1613995200
85929,"Kyrgyzstan",1458,"","","null","82803",1613995200
66480,"Kosovo",1572,"","","null","58171",1613995200
3115,"Guinea-Bissau",47,"","","null","2555",1613995200
15792,"France",92,"","","Mayotte","2964",1613995200
8625,"Congo (Brazzaville)",127,"","","null","7019",1613995200
352,"China",3,"","","Tianjin","335",1613995200
887,"China",3,"","","Sichuan","869",1613995200
703,"China",0,"","","Jiangsu","698",1613995200
5434,"Benin",70,"","","null","4248",1613995200
1323,"Australia",6,"","","Queensland","1309",1613995200
103,"Timor-Leste",0,"","","null","82",1613995200
942,"Taiwan*",9,"","","null","893",1613995200
4554,"Gambia",144,"","","null","4011",1613995200
16529,"France",83,"","","French Guiana","9995",1613995200
5798,"Equatorial Guinea",89,"","","null","5488",1613995200
658,"Denmark",1,"","","Faroe Islands","655",1613995200
406,"China",2,"","","Liaoning","401",1613995200
631166,"Sweden",12649,"","","null","0",1613995200
1320,"China",1,"","","Zhejiang","1310",1613995200
48,"China",0,"","","Macau","47",1613995200
5001,"Central African Republic",63,"","","null","4920",1613995200
20479,"Australia",820,"","","Victoria","19634",1613995200
104,"Australia",0,"","","Northern Territory","101",1613995200
699,"United Kingdom",12,"","","Bermuda","679",1613995200
11562,"France",48,"","","Reunion","10576",1613995200
33749,"Cameroon",523,"","","null","31362",1613995200
18,"United Kingdom",0,"","","Anguilla","18",1613995200
1497,"France",12,"","","St Martin","1050",1613995200
512,"France",1,"","","Saint Barthelemy","247",1613995200
6593,"France",45,"","","Martinique","98",1613995200
9455,"France",160,"","","Guadeloupe","2242",1613995200
867,"China",7,"","","Shandong","860",1613995200
68151,"China",4512,"","","Hubei","63638",1613995200
47,"Canada",0,"","","Northwest Territories","null",1613995200
185,"Brunei",3,"","","null","178",1613995200
20,"United Kingdom",1,"","","Montserrat","13",1613995200
54,"United Kingdom",0,"","","Falkland Islands (Malvinas)","43",1613995200
18,"Solomon Islands",0,"","","null","14",1613995200
3,"Samoa",0,"","","null","2",1613995200
41,"Saint Kitts and Nevis",0,"","","null","39",1613995200
6398,"Nicaragua",172,"","","null","4225",1613995200
603,"Mauritius",10,"","","null","556",1613995200
56,"Fiji",2,"","","null","54",1613995200
134,"Dominica",0,"","","null","121",1613995200
367,"China",1,"","","Inner Mongolia","365",1613995200
1304,"China",22,"","","Henan","1281",1613995200
267,"China",2,"","","Guangxi","265",1613995200
72,"Canada",1,"","","Yukon","null",1613995200
114,"Canada",0,"","","Prince Edward Island","null",1613995200
187,"China",2,"","","Gansu","185",1613995200
591,"China",6,"","","Chongqing","585",1613995200
994,"China",6,"","","Anhui","988",1613995200
1,"Micronesia",0,"","","null","1",1613995200
24,"France",0,"","","Saint Pierre and Miquelon","16",1613995200
30,"Denmark",0,"","","Greenland","30",1613995200
13308,"Tajikistan",90,"","","null","13218",1613995200
114,"United Kingdom",1,"","","British Virgin Islands","95",1613995200
118,"Australia",3,"","","Australian Capital Territory","115",1613995200
196,"Netherlands",3,"","","Bonaire, Sint Eustatius and Saba","180",1613995200
234,"Australia",13,"","","Tasmania","221",1613995200
1,"Vanuatu",0,"","","null","1",1613995200
4,"Marshall Islands",0,"","","null","4",1613995200
9,"MS Zaandam",2,"","","null","7",1613995200
712,"Diamond Princess",13,"","","null","699",1613995200
13,"Canada",0,"","","Repatriated Travellers","null",1613995200
980,"China",3,"","","Xinjiang","977",1613995200
509,"Tanzania",21,"","","null","183",1613995200
27,"Holy See",0,"","","null","15",1613995200
1,"China",0,"","","Tibet","1",1613995200
18,"China",0,"","","Qinghai","18",1613995200
75,"China",0,"","","Ningxia","75",1613995200
935,"China",1,"","","Jiangxi","934",1613995200
171,"China",6,"","","Hainan","165",1613995200
147,"China",2,"","","Guizhou","145",1613995200
13,"Canada",0,"","","Grand Princess","null",1613995200
0,"Canada",1,"","","Diamond Princess","null",1613995200
35796,"Zimbabwe",1436,"","","null","32125",1613908800
74503,"Zambia",1020,"","","null","67944",1613908800
2165,"Yemen",619,"","","null","1432",1613908800
173635,"West Bank and Gaza",1976,"","","null","161410",1613908800
2383,"Vietnam",35,"","","null","1702",1613908800
136068,"Venezuela",1316,"","","null","128088",1613908800
79654,"Uzbekistan",622,"","","null","78152",1613908800
52815,"Uruguay",574,"","","null","46265",1613908800
4115509,"United Kingdom",120580,"","","null","0",1613908800
4228,"United Kingdom",90,"","","Gibraltar","4097",1613908800
4026,"United Kingdom",85,"","","Channel Islands","3842",1613908800
370425,"United Arab Emirates",1125,"","","null","359697",1613908800
1351190,"Ukraine",26470,"","","null","1187434",1613908800
40213,"Uganda",333,"","","null","14578",1613908800
28134115,"US",498897,"","","null","0",1613908800
2638422,"Turkey",28060,"","","null","2523760",1613908800
228362,"Tunisia",7793,"","","null","188607",1613908800
7680,"Trinidad and Tobago",139,"","","null","7403",1613908800
6319,"Togo",81,"","","null","5314",1613908800
15179,"Syria",998,"","","null","9221",1613908800
547775,"Switzerland",9887,"","","null","317600",1613908800
8868,"Suriname",168,"","","null","8338",1613908800
79999,"Sri Lanka",445,"","","null","74299",1613908800
6583,"South Sudan",86,"","","null","4014",1613908800
1503796,"South Africa",49053,"","","null","1412015",1613908800
6017,"Somalia",202,"","","null","3764",1613908800
184767,"Slovenia",3776,"","","null","169896",1613908800
292143,"Slovakia",6505,"","","null","255300",1613908800
59869,"Singapore",29,"","","null","59731",1613908800
3855,"Sierra Leone",79,"","","null","2607",1613908800
2401,"Seychelles",10,"","","null","1874",1613908800
436640,"Serbia",4337,"","","null","0",1613908800
32927,"Senegal",808,"","","null","27131",1613908800
375006,"Saudi Arabia",6461,"","","null","366094",1613908800
1610,"Sao Tome and Principe",21,"","","null","1248",1613908800
3078,"Saint Lucia",31,"","","null","2534",1613908800
18053,"Rwanda",249,"","","null","16803",1613908800
4117992,"Russia",81926,"","","null","3672084",1613908800
779695,"Romania",19847,"","","null","724333",1613908800
160426,"Qatar",256,"","","null","150220",1613908800
797525,"Portugal",15962,"","","null","699222",1613908800
1638767,"Poland",42171,"","","null","1378414",1613908800
561169,"Philippines",12088,"","","null","522843",1613908800
151718,"Paraguay",3065,"","","null","126919",1613908800
336521,"Panama",5742,"","","null","320668",1613908800
572334,"Pakistan",12617,"","","null","535491",1613908800
139362,"Oman",1552,"","","null","130653",1613908800
68532,"Norway",607,"","","null","17998",1613908800
99285,"North Macedonia",3063,"","","null","89400",1613908800
152074,"Nigeria",1839,"","","null","128619",1613908800
2357,"New Zealand",26,"","","null","2277",1613908800
1056639,"Netherlands",15217,"","","null","0",1613908800
7674,"Netherlands",71,"","","Aruba","7323",1613908800
273431,"Nepal",2061,"","","null","269876",1613908800
37483,"Namibia",402,"","","null","35090",1613908800
55643,"Mozambique",595,"","","null","35267",1613908800
481155,"Morocco",8554,"","","null","464664",1613908800
71995,"Montenegro",950,"","","null","62825",1613908800
2693,"Mongolia",2,"","","null","1933",1613908800
1870,"Monaco",22,"","","null","1650",1613908800
176752,"Moldova",3780,"","","null","161893",1613908800
2041380,"Mexico",180107,"","","null","1595320",1613908800
17095,"Mauritania",434,"","","null","16396",1613908800
20892,"Malta",304,"","","null","18067",1613908800
8299,"Mali",348,"","","null","6298",1613908800
18769,"Maldives",60,"","","null","16196",1613908800
283569,"Malaysia",1056,"","","null","249209",1613908800
30742,"Malawi",1013,"","","null","16840",1613908800
194051,"Lithuania",3171,"","","null","179509",1613908800
2546,"Liechtenstein",54,"","","null","2484",1613908800
129797,"Libya",2114,"","","null","115357",1613908800
355073,"Lebanon",4340,"","","null","268071",1613908800
81519,"Latvia",1542,"","","null","69993",1613908800
184090,"Kuwait",1044,"","","null","172227",1613908800
87324,"Korea, South",1562,"","","null","77887",1613908800
104201,"Kenya",1823,"","","null","85577",1613908800
257100,"Kazakhstan",3152,"","","null","232504",1613908800
363728,"Jordan",4554,"","","null","335876",1613908800
424988,"Japan",7485,"","","null","398765",1613908800
21382,"Jamaica",396,"","","null","12931",1613908800
2809246,"Italy",95718,"","","null","2324633",1613908800
750043,"Israel",5577,"","","null","703791",1613908800
215057,"Ireland",4136,"","","null","23364",1613908800
667937,"Iraq",13272,"","","null","618509",1613908800
1574012,"Iran",59483,"","","null","1344791",1613908800
1278653,"Indonesia",34489,"","","null","1087076",1613908800
11005850,"India",156385,"","","null","10699410",1613908800
403023,"Hungary",14299,"","","null","306621",1613908800
165095,"Honduras",3996,"","","null","64678",1613908800
12274,"Haiti",247,"","","null","9529",1613908800
8420,"Guyana",189,"","","null","7733",1613908800
171170,"Guatemala",6282,"","","null","158201",1613908800
179802,"Greece",6297,"","","null","93764",1613908800
80253,"Ghana",577,"","","null","73018",1613908800
2394515,"Germany",67946,"","","null","2204110",1613908800
268355,"Georgia",3435,"","","null","261637",1613908800
3584326,"France",83852,"","","null","221252",1613908800
53742,"Finland",726,"","","null","40000",1613908800
152806,"Ethiopia",2279,"","","null","131366",1613908800
16789,"Eswatini",645,"","","null","13195",1613908800
57616,"Estonia",535,"","","null","45233",1613908800
58546,"El Salvador",1799,"","","null","53385",1613908800
178151,"Egypt",10353,"","","null","137837",1613908800
274673,"Ecuador",15536,"","","null","238817",1613908800
235462,"Dominican Republic",3038,"","","null","185154",1613908800
6024,"Djibouti",63,"","","null","5873",1613908800
207577,"Denmark",2338,"","","null","199449",1613908800
1153159,"Czechia",19214,"","","null","1014997",1613908800
33260,"Cyprus",229,"","","null","2057",1613908800
44523,"Cuba",296,"","","null","39125",1613908800
239945,"Croatia",5429,"","","null","232145",1613908800
32026,"Cote d'Ivoire",186,"","","null","30589",1613908800
3502,"Comoros",143,"","","null","3117",1613908800
2226262,"Colombia",58834,"","","null","2120366",1613908800
1783,"China",7,"","","Shanghai","1704",1613908800
573,"China",3,"","","Jilin","539",1613908800
1036,"China",4,"","","Hunan","1023",1613908800
10868,"China",197,"","","Hong Kong","10389",1613908800
1610,"China",13,"","","Heilongjiang","1584",1613908800
1317,"China",7,"","","Hebei","1165",1613908800
2187,"China",8,"","","Guangdong","2137",1613908800
549,"China",1,"","","Fujian","541",1613908800
1047,"China",9,"","","Beijing","1016",1613908800
799460,"Chile",20042,"","","null","756764",1613908800
3849,"Chad",134,"","","null","3315",1613908800
27620,"Canada",372,"","","Saskatchewan","null",1613908800
282122,"Canada",10307,"","","Quebec","null",1613908800
298154,"Canada",6861,"","","Ontario","null",1613908800
339,"Canada",1,"","","Nunavut","null",1613908800
1609,"Canada",65,"","","Nova Scotia","null",1613908800
926,"Canada",4,"","","Newfoundland and Labrador","null",1613908800
1424,"Canada",25,"","","New Brunswick","null",1613908800
31386,"Canada",884,"","","Manitoba","null",1613908800
131063,"Canada",1827,"","","Alberta","null",1613908800
568,"Cambodia",0,"","","null","475",1613908800
15048,"Cabo Verde",144,"","","null","14538",1613908800
2031,"Burundi",3,"","","null","773",1613908800
141750,"Burma",3196,"","","null","131282",1613908800
11797,"Burkina Faso",139,"","","null","11140",1613908800
236666,"Bulgaria",9854,"","","null","200252",1613908800
10168174,"Brazil",246504,"","","null","9095692",1613908800
242292,"Bolivia",11441,"","","null","185155",1613908800
754473,"Belgium",21903,"","","null","0",1613908800
278312,"Belarus",1912,"","","null","268530",1613908800
2772,"Barbados",31,"","","null","1970",1613908800
543351,"Bangladesh",8349,"","","null","491367",1613908800
117809,"Bahrain",423,"","","null","110007",1613908800
233129,"Azerbaijan",3198,"","","null","227761",1613908800
445374,"Austria",8386,"","","null","420509",1613908800
912,"Australia",9,"","","Western Australia","899",1613908800
610,"Australia",4,"","","South Australia","603",1613908800
5150,"Australia",54,"","","New South Wales","0",1613908800
170402,"Armenia",3164,"","","null","161994",1613908800
2064334,"Argentina",51198,"","","null","1866501",1613908800
598,"Antigua and Barbuda",13,"","","null","218",1613908800
20519,"Angola",499,"","","null","19013",1613908800
10699,"Andorra",107,"","","null","10206",1613908800
111917,"Algeria",2961,"","","null","77076",1613908800
100246,"Albania",1666,"","","null","63329",1613908800
55604,"Afghanistan",2432,"","","null","48834",1613908800
2028,"United Kingdom",14,"","","Turks and Caicos Islands","1721",1613908800
450,"United Kingdom",25,"","","Isle of Man","409",1613908800
3472,"San Marino",72,"","","null","3092",1613908800
970,"Papua New Guinea",10,"","","null","846",1613908800
4733,"Niger",170,"","","null","4235",1613908800
4681,"Netherlands",22,"","","Curacao","4603",1613908800
10461,"Lesotho",285,"","","null","3312",1613908800
15395,"Guinea",86,"","","null","14705",1613908800
25080,"Congo (Kinshasa)",700,"","","null","16135",1613908800
12244,"Belize",314,"","","null","11749",1613908800
428,"United Kingdom",2,"","","Cayman Islands","394",1613908800
30128,"Sudan",1864,"","","null","22638",1613908800
3133122,"Spain",67101,"","","null","150376",1613908800
2033,"Netherlands",27,"","","Sint Maarten","1955",1613908800
53782,"Luxembourg",622,"","","null","50386",1613908800
1988,"Liberia",85,"","","null","1856",1613908800
6045,"Iceland",29,"","","null","5989",1613908800
13553,"Gabon",75,"","","null","12262",1613908800
18346,"France",137,"","","French Polynesia","4842",1613908800
2685,"Eritrea",7,"","","null","2050",1613908800
201678,"Costa Rica",2763,"","","null","169053",1613908800
239,"China",0,"","","Shanxi","237",1613908800
75835,"Canada",1327,"","","British Columbia","null",1613908800
127537,"Bosnia and Herzegovina",4979,"","","null","111991",1613908800
55,"France",0,"","","New Caledonia","50",1613908800
547,"China",3,"","","Shaanxi","534",1613908800
26524,"Botswana",254,"","","null","22363",1613908800
866,"Bhutan",1,"","","null","857",1613908800
8403,"Bahamas",179,"","","null","7148",1613908800
9,"France",0,"","","Wallis and Futuna","5",1613908800
45,"Laos",0,"","","null","41",1613908800
148,"Grenada",1,"","","null","146",1613908800
231,"China",2,"","","Yunnan","228",1613908800
35768,"Zimbabwe",1432,"","","null","32096",1613822400
73894,"Zambia",1016,"","","null","66943",1613822400
172315,"West Bank and Gaza",1971,"","","null","160763",1613822400
2368,"Vietnam",35,"","","null","1627",1613822400
135603,"Venezuela",1312,"","","null","127598",1613822400
79632,"Uzbekistan",622,"","","null","78127",1613822400
52163,"Uruguay",569,"","","null","45881",1613822400
4105675,"United Kingdom",120365,"","","null","0",1613822400
4228,"United Kingdom",88,"","","Gibraltar","4092",1613822400
4025,"United Kingdom",85,"","","Channel Islands","3829",1613822400
368175,"United Arab Emirates",1108,"","","null","356013",1613822400
1346527,"Ukraine",26404,"","","null","1185635",1613822400
40199,"Uganda",333,"","","null","14578",1613822400
28077620,"US",497648,"","","null","0",1613822400
2631876,"Turkey",27983,"","","null","2518758",1613822400
227643,"Tunisia",7755,"","","null","188317",1613822400
7676,"Trinidad and Tobago",139,"","","null","7392",1613822400
6268,"Togo",81,"","","null","5296",1613822400
25323,"Thailand",83,"","","null","24129",1613822400
15143,"Syria",996,"","","null","9144",1613822400
547775,"Switzerland",9886,"","","null","317600",1613822400
8856,"Suriname",168,"","","null","8331",1613822400
79480,"Sri Lanka",435,"","","null","73456",1613822400
6417,"South Sudan",85,"","","null","4014",1613822400
1502367,"South Africa",48940,"","","null","1409553",1613822400
5889,"Somalia",194,"","","null","3757",1613822400
184352,"Slovenia",3769,"","","null","169406",1613822400
290457,"Slovakia",6424,"","","null","255300",1613822400
59858,"Singapore",29,"","","null","59719",1613822400
3849,"Sierra Leone",79,"","","null","2603",1613822400
2328,"Seychelles",10,"","","null","1831",1613822400
434122,"Serbia",4321,"","","null","0",1613822400
32630,"Senegal",795,"","","null","26907",1613822400
374691,"Saudi Arabia",6457,"","","null","365745",1613822400
1578,"Sao Tome and Principe",21,"","","null","1220",1613822400
1498,"Saint Vincent and the Grenadines",6,"","","null","768",1613822400
2860,"Saint Lucia",28,"","","null","2437",1613822400
17988,"Rwanda",247,"","","null","16597",1613822400
4105424,"Russia",81517,"","","null","3656314",1613822400
777276,"Romania",19795,"","","null","722484",1613822400
159967,"Qatar",256,"","","null","149740",1613822400
796339,"Portugal",15897,"","","null","696916",1613822400
1631727,"Poland",42077,"","","null","1372326",1613822400
559288,"Philippines",12068,"","","null","513120",1613822400
1269523,"Peru",44690,"","","null","1169648",1613822400
150731,"Paraguay",3045,"","","null","125967",1613822400
336037,"Panama",5727,"","","null","319821",1613822400
571174,"Pakistan",12601,"","","null","534107",1613822400
68315,"Norway",607,"","","null","17998",1613822400
99031,"North Macedonia",3047,"","","null","89249",1613822400
151553,"Nigeria",1831,"","","null","128005",1613822400
1051965,"Netherlands",15200,"","","null","0",1613822400
7647,"Netherlands",71,"","","Aruba","7291",1613822400
273351,"Nepal",2061,"","","null","269755",1613822400
37295,"Namibia",402,"","","null","35035",1613822400
54968,"Mozambique",587,"","","null","34921",1613822400
480948,"Morocco",8548,"","","null","464043",1613822400
71593,"Montenegro",939,"","","null","62205",1613822400
2638,"Mongolia",2,"","","null","1846",1613822400
1862,"Monaco",22,"","","null","1644",1613822400
176245,"Moldova",3760,"","","null","161220",1613822400
2038276,"Mexico",179797,"","","null","1590696",1613822400
17083,"Mauritania",434,"","","null","16376",1613822400
20762,"Malta",303,"","","null","17933",1613822400
8292,"Mali",347,"","","null","6263",1613822400
18612,"Maldives",60,"","","null","16061",1613822400
280272,"Malaysia",1051,"","","null","244753",1613822400
30528,"Malawi",1004,"","","null","16620",1613822400
193562,"Lithuania",3162,"","","null","179364",1613822400
2545,"Liechtenstein",54,"","","null","2484",1613822400
353371,"Lebanon",4297,"","","null","264894",1613822400
81109,"Latvia",1538,"","","null","69993",1613822400
183322,"Kuwait",1039,"","","null","171260",1613822400
86992,"Korea, South",1557,"","","null","77516",1613822400
103993,"Kenya",1817,"","","null","85540",1613822400
256388,"Kazakhstan",3150,"","","null","231667",1613822400
359811,"Jordan",4543,"","","null","334191",1613822400
423952,"Japan",7438,"","","null","397137",1613822400
20924,"Jamaica",391,"","","null","12883",1613822400
